school,county,school_new,county_new
KELSEY L. PHARR ELEMENTARY SCHOOL,MIAMI-DADE,KELSEY L. PHARR ELEMENTARY SCHOOL,MIAMI-DADE
KENDALE ELEMENTARY SCHOOL,MIAMI-DADE,KENDALE ELEMENTARY SCHOOL,MIAMI-DADE
KENDALE LAKES ELEMENTARY SCHOOL,MIAMI-DADE,KENDALE LAKES ELEMENTARY SCHOOL,MIAMI-DADE
KENDALL CHRISTIAN,MIAMI-DADE,KENDALL CHRISTIAN,MIAMI-DADE
KENDALL SQUARE K-8 CENTER,MIAMI-DADE,KENDALL SQUARE K-8 CENTER,MIAMI-DADE
KENLY ELEMENTARY SCHOOL,HILLSBOROUGH,KENLY ELEMENTARY SCHOOL,HILLSBOROUGH
KENSINGTON PARK ELEMENTARY SCHOOL,MIAMI-DADE,KENSINGTON PARK ELEMENTARY SCHOOL,MIAMI-DADE
KENTWOOD PREPARATORY SCHOOL,PALM BEACH,KENTWOOD PREPARATORY SCHOOL,PALM BEACH
KENWOOD ELEMENTARY SCHOOL,OKALOOSA,KENWOOD ELEMENTARY SCHOOL,OKALOOSA
KENWOOD K-8 CENTER,MIAMI-DADE,KENWOOD K-8 CENTER,MIAMI-DADE
KERNAN MIDDLE SCHOOL,DUVAL,KERNAN MIDDLE SCHOOL,DUVAL
KERNAN TRAIL ELEMENTARY SCHOOL,DUVAL,KERNAN TRAIL ELEMENTARY SCHOOL,DUVAL
KESWICK CHRISTIAN SCHOOL,PINELLAS,KESWICK CHRISTIAN SCHOOL,PINELLAS
KETTERLINUS ELEMENTARY SCHOOL,ST. JOHNS,KETTERLINUS ELEMENTARY SCHOOL,ST. JOHNS
KEY BISCAYNE K-8 CENTER,MIAMI-DADE,KEY BISCAYNE K-8 CENTER,MIAMI-DADE
KEY BISCAYNE PRESBYTERIAN SCHOOL,MIAMI-DADE,KEY BISCAYNE PRESBYTERIAN SCHOOL,MIAMI-DADE
KEY BISCAYNE PRESBYTERIAN SCHOOL,UNKNOWN,KEY BISCAYNE PRESBYTERIAN SCHOOL,MIAMI-DADE
KEY LARGO SCHOOL,MONROE,KEY LARGO SCHOOL,MONROE
KEY POINT CHRISTIAN ACADEMY,MIAMI-DADE,KEY POINT CHRISTIAN ACADEMY,MIAMI-DADE
KEY POINT PRESCHOOLS OF CORAL GABLES,UNKNOWN,KEY POINT PRESCHOOLS OF CORAL GABLES,UNKNOWN
KEY WEST HIGH SCHOOL,MONROE,KEY WEST HIGH SCHOOL,MONROE
KEY WEST HIGH SCHOOL,UNKNOWN,KEY WEST HIGH SCHOOL,MONROE
KEY WEST NAVAL AIR STATION CHILD DEVELOPMENT CENTER,UNKNOWN,KEY WEST NAVAL AIR STATION CHILD DEVELOPMENT CENTER,MONROE
KEYS GATE CHARTER HIGH SCHOOL,MIAMI-DADE,KEYS GATE CHARTER HIGH SCHOOL,MIAMI-DADE
KEYS GATE CHARTER SCHOOL,MIAMI-DADE,KEYS GATE CHARTER SCHOOL,MIAMI-DADE
KEYSTONE HEIGHTS ELEMENTARY,CLAY,KEYSTONE HEIGHTS ELEMENTARY SCHOOL,CLAY
KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,CLAY,KEYSTONE HEIGHTS JUNIOR/SENIOR HIGH,CLAY
KEYSTONE PREP HIGH SCHOOL,HILLSBOROUGH,,
KEZIN BEAUTY ACADEMY,UNKNOWN,KEZIN BEAUTY ACADEMY,UNKNOWN
KID UNIVERSITY PRESCHOOL,UNKNOWN,KID UNIVERSITY PRESCHOOL,UNKNOWN
KID'S CHOICE LEARNING CENTER,MIAMI-DADE,KID'S CHOICE LEARNING CENTER,MIAMI-DADE
KID'S CLUB ACADEMY,MIAMI-DADE,KID'S CLUB ACADEMY,MIAMI-DADE
KID'S PLAYHOUSE CHILD CARE CENTER INC.,MIAMI-DADE,KID'S PLAYHOUSE CHILD CARE CENTER INC.,MIAMI-DADE
KID'S UNIVERSITY ELEMENTARY SCHOOL,MIAMI-DADE,KID'S UNIVERSITY ELEMENTARY SCHOOL,MIAMI-DADE
KIDDIE ACADEMY,UNKNOWN,KIDDIE ACADEMY,MIAMI-DADE
KIDDY ACADEMY,MIAMI-DADE,KIDDY ACADEMY,MIAMI-DADE
KIDDY ACADEMY 2,MIAMI-DADE,KIDDY ACADEMY 2,MIAMI-DADE
KIDS ADVENTURE LEARNING CENTER,MIAMI-DADE,KIDS ADVENTURE LEARNING CENTER,MIAMI-DADE
KIDS AREA LEARNING CENTER,MIAMI-DADE,KIDS AREA LEARNING CENTER,MIAMI-DADE
KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL,HILLSBOROUGH,KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL,HILLSBOROUGH
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST,HILLSBOROUGH,KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY,HILLSBOROUGH
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST H,HILLSBOROUGH,KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY,HILLSBOROUGH
KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY,HILLSBOROUGH,KIDS COMMUNITY COLLEGE CHARTER SCHOOL SOUTHEAST HILLSBOROUGH COUNTY,HILLSBOROUGH
KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH,HILLSBOROUGH,KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH,HILLSBOROUGH
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER S,HILLSBOROUGH,KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL,HILLSBOROUGH
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SC,HILLSBOROUGH,KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL,HILLSBOROUGH
KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL,HILLSBOROUGH,KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL,HILLSBOROUGH
KIDS FOR KIDS ACADEMY,MIAMI-DADE,KIDS FOR KIDS ACADEMY,MIAMI-DADE
KIDS IN ACTION,BROWARD,KIDS IN ACTION,BROWARD
KIDS LEARNING CENTER OF S.DADE 3,MIAMI-DADE,KIDS LEARNING CENTER OF SOUTH DADE III,MIAMI-DADE
KIDS LEARNING CENTER OF SOUTH DADE III,MIAMI-DADE,KIDS LEARNING CENTER OF SOUTH DADE III,MIAMI-DADE
KIDS PARADISE LEARNING CENTER,MIAMI-DADE,KIDS PARADISE LEARNING CENTER,MIAMI-DADE
KIDS R KIDS #4 FL,MANATEE,KIDS R KIDS #4 FL,MANATEE
KIDS SMALL WORLD LEARNING CENTER LLC,MIAMI-DADE,KIDS SMALL WORLD LEARNING CENTER LLC,MIAMI-DADE
KIDWORKS USA INC.,MIAMI-DADE,KIDWORKS USA INC.,MIAMI-DADE
KIDZ CITY LEARNING CENTER,MIAMI-DADE,KIDZ CITY LEARNING CENTER,MIAMI-DADE
KILLARNEY ELEMENTARY,ORANGE,KILLARNEY ELEMENTARY SCHOOL,ORANGE
KILLEARN LAKES ELEMENTARY SCHOOL,LEON,KILLEARN LAKES ELEMENTARY SCHOOL,LEON
KIMBALL WILES ELEMENTARY SCHOOL,ALACHUA,KIMBALL WILES ELEMENTARY SCHOOL,ALACHUA
KIMBELL ELEMENTARY SCHOOL,HILLSBOROUGH,KIMBELL ELEMENTARY SCHOOL,HILLSBOROUGH
KINDER CUB SCHOOL INC,DIXIE,KINDER CUB SCHOOL INC,DIXIE
KINDERGARTEN,UNKNOWN,,
KINDERGARTEN PREP,SARASOTA,KINDERGARTEN PREP,SARASOTA
KING ACADEMY PREP,BREVARD,KING ACADEMY PREP,BREVARD
KING HIGH SCHOOL,HILLSBOROUGH,KING HIGH SCHOOL,HILLSBOROUGH
KING QUEEN CHRISTIAN SCHOOL FOR ALL STUDE,PINELLAS,KING QUEEN CHRISTIAN SCHOOL FOR ALL STUDE,PINELLAS
KINGDOM ACADEMY,MIAMI-DADE,KINGDOM ACADEMY,MIAMI-DADE
KINGDOM KIDS CHRISTIAN ACADEMY,OSCEOLA,KINGDOM KIDS CHRISTIAN ACADEMY,OSCEOLA
KINGDOM LIFE PREPARATORY ACADEMY,LEON,KINGDOM LIFE PREPARATORY ACADEMY,LEON
KINGDOM PALACE DAYCARE INC.,MIAMI-DADE,KINGDOM PALACE DAYCARE INC.,MIAMI-DADE
KINGS CHRISTIAN SCHOOL,MIAMI-DADE,KINGS CHRISTIAN SCHOOL,MIAMI-DADE
KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL,PINELLAS,KINGS HIGHWAY ELEMENTARY SCHOOL MAGNET SCHOOL,PINELLAS
KINGS TRAIL ELEMENTARY SCHOOL,DUVAL,KINGS TRAIL ELEMENTARY SCHOOL,DUVAL
KINGSFIELD ELEMENTARY SCHOOL,ESCAMBIA,KINGSFIELD ELEMENTARY SCHOOL,ESCAMBIA
KINGSFORD ELEMENTARY SCHOOL,POLK,KINGSFORD ELEMENTARY SCHOOL,POLK
KINGSWAY CHRISTIAN ACADEMY,ORANGE,KINGSWAY CHRISTIAN ACADEMY,ORANGE
KINGSWAY ELEMENTARY SCHOOL,CHARLOTTE,KINGSWAY ELEMENTARY SCHOOL,CHARLOTTE
KINGSWOOD ACADEMY,PALM BEACH,KINGSWOOD ACADEMY,PALM BEACH
KINGSWOOD ELEMENTARY SCHOOL,HILLSBOROUGH,KINGSWOOD ELEMENTARY SCHOOL,HILLSBOROUGH
KINGSWOOD MONTESSORI,MIAMI-DADE,KINGSWOOD MONTESSORI,MIAMI-DADE
KINLOCH PARK ELEMENTARY SCHOOL,MIAMI-DADE,KINLOCH PARK ELEMENTARY SCHOOL,MIAMI-DADE
KINLOCH PARK MIDDLE SCHOOL,MIAMI-DADE,KINLOCH PARK MIDDLE SCHOOL,MIAMI-DADE
KIPP BCA,DUVAL,KIPP BCA,DUVAL
KIPP IMPACT K-8,DUVAL,KIPP IMPACT K-8,DUVAL
KIPP MIAMI-LIBERTY CITY,MIAMI-DADE,KIPP MIAMI-LIBERTY CITY,MIAMI-DADE
KIPP SUNRISE ACADEMY,MIAMI-DADE,KIPP SUNRISE ACADEMY,MIAMI-DADE
KIPP VOICE,DUVAL,KIPP VOICE,DUVAL
KIPP VOICE ACADEMY,DUVAL,KIPP VOICE ACADEMY,DUVAL
KIRBY-SMITH MIDDLE SCHOOL,DUVAL,KIRBY-SMITH MIDDLE SCHOOL,DUVAL
KISSIMMEE CHARTER ACADEMY,OSCEOLA,KISSIMMEE CHARTER ACADEMY,OSCEOLA
KISSIMMEE CHRISTIAN ACADEMY,OSCEOLA,KISSIMMEE CHRISTIAN ACADEMY,OSCEOLA
KISSIMMEE ELEMENTARY SCHOOL,OSCEOLA,KISSIMMEE ELEMENTARY SCHOOL,OSCEOLA
KISSIMMEE MIDDLE SCHOOL,OSCEOLA,KISSIMMEE MIDDLE SCHOOL,OSCEOLA
KLA ELEMENTARY,MIAMI-DADE,KLA ELEMENTARY SCHOOL,MIAMI-DADE
KLA OF CORAL GABLES,UNKNOWN,KLA OF CORAL GABLES,UNKNOWN
KLA SCHOOL OF BOYNTON BEACH,PALM BEACH,KLA SCHOOL OF BOYNTON BEACH,PALM BEACH
KLA SCHOOL OF BRICKELL,UNKNOWN,KLA SCHOOL OF BRICKELL,UNKNOWN
KLA SCHOOLS OF FT. LAUDERDALE,BROWARD,KLA SCHOOLS OF FT. LAUDERDALE,BROWARD
KLC ACADEMY AND LEARNING CENTER,MIAMI-DADE,KLC ACADEMY AND LEARNING CENTER,MIAMI-DADE
KLURMAN/LUBAVITCH,MIAMI-DADE,KLURMAN/LUBAVITCH,MIAMI-DADE
KNIGHTS ELEMENTARY SCHOOL,HILLSBOROUGH,KNIGHTS ELEMENTARY SCHOOL,HILLSBOROUGH
KNOW IT ALL PREPARATORY SCHOOL,BROWARD,KNOW IT ALL PREPARATORY SCHOOL,BROWARD
KOA ELEMENTARY SCHOOL,OSCEOLA,KOA ELEMENTARY SCHOOL,OSCEOLA
KUMC PRESCHOOL,MIAMI-DADE,KUMC PRESCHOOL,MIAMI-DADE
L C SWAIN MIDDLE SCHOOL,PALM BEACH,L C SWAIN MIDDLE SCHOOL,PALM BEACH
L. A. AINGER MIDDLE SCHOOL,CHARLOTTE,L. A. AINGER MIDDLE SCHOOL,CHARLOTTE
L. D. MCARTHUR ELEMENTARY SCHOOL,ESCAMBIA,L. D. MCARTHUR ELEMENTARY SCHOOL,ESCAMBIA
L.E.A.D. ACADEMY CLASSICAL SCHOOL INC.,SANTA ROSA,L.E.A.D. ACADEMY CLASSICAL SCHOOL INC.,SANTA ROSA
L.I.F.T ACADEMY,PINELLAS,L.I.F.T ACADEMY,PINELLAS
L3 HARRIS FLIGHT ACADEMY,UNKNOWN,L3 HARRIS FLIGHT SCHOOL,MIAMI-DADE
L3 HARRIS FLIGHT SCHOOL,UNKNOWN,L3 HARRIS FLIGHT SCHOOL,MIAMI-DADE
LA CORE CHRISTIAN ELEMENTARY SCHOOL,DUVAL,LA CORE CHRISTIAN ELEMENTARY SCHOOL,DUVAL
LA PIATZA ACADEMY,UNKNOWN,LA PIATZA ACADEMY,MIAMI-DADE
LA PIAZZA ACADEMY,MIAMI-DADE,LA PIAZZA ACADEMY,MIAMI-DADE
LA PRIMA CASA MONTESSORI,MIAMI-DADE,LA PRIMA CASA MONTESSORI,MIAMI-DADE
LA PROGRESIVA PRESBYTERIAN SCHOOL INC.,MIAMI-DADE,LA PROGRESIVA PRESBYTERIAN SCHOOL INC.,MIAMI-DADE
LA ROCA CHRISTIAN ACADEMY,HILLSBOROUGH,LA ROCA CHRISTIAN ACADEMY,HILLSBOROUGH
LA SCALA MUSIKIDS LEARNING CENTER INC.,MIAMI-DADE,LA SCALA MUSIKIDS LEARNING CENTER INC.,MIAMI-DADE
LA SCUOLA,MIAMI-DADE,LA SCUOLA,MIAMI-DADE
LABELLE ELEMENTARY SCHOOL,HENDRY,LABELLE ELEMENTARY SCHOOL,HENDRY
LABELLE HIGH SCHOOL,HENDRY,LABELLE HIGH SCHOOL,HENDRY
LABELLE MIDDLE SCHOOL,HENDRY,LABELLE MIDDLE SCHOOL,HENDRY
LACOOCHEE ELEMENTARY SCHOOL,PASCO,LACOOCHEE ELEMENTARY SCHOOL,PASCO
LADYBIRD ACADEMY,ORANGE,LADYBIRD ACADEMY,ORANGE
LAFAYETTE DISTRICT OFFICE,LAFAYETTE,LAFAYETTE DISTRICT OFFICE,LAFAYETTE
LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE,LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE
LAFAYETTE HIGH SCHOOL,LAFAYETTE,LAFAYETTE HIGH SCHOOL,LAFAYETTE
LAGOON LANDING,UNKNOWN,COLLEGE OF THE FLORIDA KEYS,MONROE
LAKE ACADEMY EUSTIS,LAKE,LAKE ACADEMY EUSTIS,LAKE
LAKE ACADEMY LEESBURG,LAKE,LAKE ACADEMY LEESBURG,LAKE
LAKE ALFRED ELEMENTARY SCHOOL,POLK,LAKE ALFRED ELEMENTARY SCHOOL,POLK
LAKE ALFRED POLYTECH ACADEMY,POLK,LAKE ALFRED POLYTECH ACADEMY,POLK
LAKE ASBURY ELEMENTARY SCHOOL,CLAY,LAKE ASBURY ELEMENTARY SCHOOL,CLAY
LAKE ASBURY JUNIOR HIGH SCHOOL,CLAY,LAKE ASBURY JUNIOR HIGH SCHOOL,CLAY
LAKE BRANTLEY HIGH SCHOOL,SEMINOLE,LAKE BRANTLEY HIGH SCHOOL,SEMINOLE
LAKE BUTLER ELEMENTARY SCHOOL,UNION,LAKE BUTLER ELEMENTARY SCHOOL,UNION
LAKE BUTLER MIDDLE SCHOOL,UNION,LAKE BUTLER MIDDLE SCHOOL,UNION
LAKE CITY CHRISTIAN ACADEMY,COLUMBIA,LAKE CITY CHRISTIAN ACADEMY,COLUMBIA
LAKE CITY MIDDLE SCHOOL,COLUMBIA,LAKE CITY MIDDLE SCHOOL,COLUMBIA
LAKE COMO SCHOOL,ORANGE,LAKE COMO SCHOOL,ORANGE
LAKE COUNTRY ELEMENTARY SCHOOL,HIGHLANDS,LAKE COUNTRY ELEMENTARY SCHOOL,HIGHLANDS
LAKE COUNTY SCHOOL DISTRICT,UNKNOWN,LAKE COUNTY SCHOOL DISTRICT,LAKE
LAKE DISTRICT OFFICE,LAKE,LAKE DISTRICT OFFICE,LAKE
LAKE EOLA CHARTER,ORANGE,LAKE EOLA CHARTER,ORANGE
LAKE ERIE COLLEGE OF MEDICINE,UNKNOWN,,
LAKE FERN MONTESSORI ACADEMY,BREVARD,LAKE FERN MONTESSORI ACADEMY,BREVARD
LAKE FOREST ELEMENTARY SCHOOL,ALACHUA,LAKE FOREST ELEMENTARY SCHOOL,ALACHUA
LAKE FOREST ELEMENTARY SCHOOL,BROWARD,LAKE FOREST ELEMENTARY SCHOOL,BROWARD
LAKE FORREST PREPARATORY SCHOOL,SEMINOLE,LAKE FORREST PREPARATORY SCHOOL,SEMINOLE
LAKE GEM ELEMENTARY,ORANGE,LAKE GEM ELEMENTARY SCHOOL,ORANGE
LAKE GEORGE ELEMENTARY,ORANGE,LAKE GEORGE ELEMENTARY SCHOOL,ORANGE
LAKE GIBSON HIGH SCHOOL,POLK,LAKE GIBSON HIGH SCHOOL,POLK
LAKE GIBSON MIDDLE SCHOOL,POLK,LAKE GIBSON MIDDLE SCHOOL,POLK
LAKE GIBSON SENIOR HIGH SCHOOL,POLK,LAKE GIBSON SENIOR HIGH SCHOOL,POLK
LAKE GIBSON SENIOR HIGH SCHOOL,UNKNOWN,LAKE GIBSON SENIOR HIGH SCHOOL,POLK
LAKE HIGHLAND PREPARATORY SCHOOL,ORANGE,LAKE HIGHLAND PREPARATORY SCHOOL,ORANGE
LAKE HILLS SCHOOL,LAKE,LAKE HILLS SCHOOL,LAKE
LAKE HOWELL HIGH SCHOOL,SEMINOLE,LAKE HOWELL HIGH SCHOOL,SEMINOLE
LAKE LUCINA ELEMENTARY SCHOOL,DUVAL,LAKE LUCINA ELEMENTARY SCHOOL,DUVAL
LAKE MAGDALENE CHRISTIAN SCHOOL,HILLSBOROUGH,LAKE MAGDALENE CHRISTIAN SCHOOL,HILLSBOROUGH
LAKE MAGDALENE ELEMENTARY SCHOOL,HILLSBOROUGH,LAKE MAGDALENE ELEMENTARY SCHOOL,HILLSBOROUGH
LAKE MARION CREEK MIDDLE SCHOOL,POLK,LAKE MARION CREEK MIDDLE SCHOOL,POLK
LAKE MARY ELEMENTARY SCHOOL,SEMINOLE,LAKE MARY ELEMENTARY SCHOOL,SEMINOLE
LAKE MARY HIGH SCHOOL,SEMINOLE,LAKE MARY HIGH SCHOOL,SEMINOLE
LAKE MARY PREPARATORY SCHOOL,SEMINOLE,LAKE MARY PREPARATORY SCHOOL,SEMINOLE
LAKE MINNEOLA HIGH SCHOOL,LAKE,LAKE MINNEOLA HIGH SCHOOL,LAKE
LAKE MONTESSORI SCHOOL,LAKE,LAKE MONTESSORI SCHOOL,LAKE
LAKE MYRTLE ELEMENTARY SCHOOL,PASCO,LAKE MYRTLE ELEMENTARY SCHOOL,PASCO
LAKE NONA HIGH,ORANGE,LAKE NONA HIGH,ORANGE
LAKE NONA MIDDLE,ORANGE,LAKE NONA MIDDLE,ORANGE
LAKE ORIENTA ELEMENTARY SCHOOL,SEMINOLE,LAKE ORIENTA ELEMENTARY SCHOOL,SEMINOLE
LAKE PANASOFFKEE ELEMENTARY SCHOOL,SUMTER,LAKE PANASOFFKEE ELEMENTARY SCHOOL,SUMTER
LAKE PANASOFFKEE ELEMENTARY SCHOOL,UNKNOWN,LAKE PANASOFFKEE ELEMENTARY SCHOOL,SUMTER
LAKE PARK BAPTIST SCHOOL,PALM BEACH,LAKE PARK BAPTIST SCHOOL,PALM BEACH
LAKE PARK ELEMENTARY,PALM BEACH,LAKE PARK ELEMENTARY SCHOOL,PALM BEACH
LAKE PARK ELEMENTARY SCHOOL,COLLIER,LAKE PARK ELEMENTARY SCHOOL,COLLIER
LAKE PARK ELEMENTARY SCHOOL,PALM BEACH,LAKE PARK ELEMENTARY SCHOOL,PALM BEACH
LAKE PLACID ELEMENTARY SCHOOL,HIGHLANDS,LAKE PLACID ELEMENTARY SCHOOL,HIGHLANDS
LAKE PLACID HIGH SCHOOL,HIGHLANDS,LAKE PLACID HIGH SCHOOL,HIGHLANDS
LAKE PLACID MIDDLE SCHOOL,HIGHLANDS,LAKE PLACID MIDDLE SCHOOL,HIGHLANDS
LAKE REGION HIGH SCHOOL,POLK,LAKE REGION HIGH SCHOOL,POLK
LAKE SHIPP ELEMENTARY SCHOOL,POLK,LAKE SHIPP ELEMENTARY SCHOOL,POLK
LAKE SHORE MIDDLE SCHOOL,DUVAL,LAKE SHORE MIDDLE SCHOOL,DUVAL
LAKE SHORE MIDDLE SCHOOL,PALM BEACH,LAKE SHORE MIDDLE SCHOOL,PALM BEACH
LAKE SILVER ELEMENTARY,ORANGE,LAKE SILVER ELEMENTARY SCHOOL,ORANGE
LAKE SILVER ELEMENTARY SCHOOL,ORANGE,LAKE SILVER ELEMENTARY SCHOOL,ORANGE
LAKE ST. GEORGE ELEMENTARY SCHOOL,PINELLAS,LAKE ST. GEORGE ELEMENTARY SCHOOL,PINELLAS
LAKE STEVENS ELEMENTARY SCHOOL,MIAMI-DADE,LAKE STEVENS ELEMENTARY SCHOOL,MIAMI-DADE
LAKE STEVENS MIDDLE SCHOOL,MIAMI-DADE,LAKE STEVENS MIDDLE SCHOOL,MIAMI-DADE
LAKE SUCCESS ACADEMY,LAKE,LAKE SUCCESS ACADEMY,LAKE
LAKE SYBELIA ELEMENTARY,ORANGE,LAKE SYBELIA ELEMENTARY SCHOOL,ORANGE
LAKE TECHNICAL COLLEGE,LAKE,LAKE TECHNICAL COLLEGE,LAKE
LAKE TECHNICAL COLLEGE,UNKNOWN,LAKE TECHNICAL COLLEGE,LAKE
LAKE TECHNICAL COLLEGE - INSTITUTE OF PUBLIC SAFETY,LAKE,LAKE TECHNICAL COLLEGE,LAKE
LAKE TECHNICAL COLLEGE - MAIN CAMPUS,LAKE,LAKE TECHNICAL COLLEGE,LAKE
LAKE TECHNICAL COLLEGE-INSTITUTE OF PUBLIC SAFETY,LAKE,LAKE TECHNICAL COLLEGE,LAKE
LAKE TECHNICAL COLLEGE-MAIN,LAKE,LAKE TECHNICAL COLLEGE,LAKE
LAKE TRAFFORD ELEMENTARY SCHOOL,COLLIER,LAKE TRAFFORD ELEMENTARY SCHOOL,COLLIER
LAKE WALES SENIOR HIGH SCHOOL,POLK,LAKE WALES SENIOR HIGH SCHOOL,POLK
LAKE WEIR HIGH SCHOOL,MARION,LAKE WEIR HIGH SCHOOL,MARION
LAKE WEIR HIGH SCHOOL,UNKNOWN,LAKE WEIR HIGH SCHOOL,MARION
LAKE WEIR MIDDLE SCHOOL,MARION,LAKE WEIR MIDDLE SCHOOL,MARION
LAKE WESTON ELEMENTARY,ORANGE,LAKE WESTON ELEMENTARY SCHOOL,ORANGE
LAKE WHITNEY ELEMENTARY,ORANGE,LAKE WHITNEY ELEMENTARY SCHOOL,ORANGE
LAKE WORTH CHRISTIAN SCHOOL SOCIETY INC.,PALM BEACH,LAKE WORTH CHRISTIAN SCHOOL SOCIETY INC.,PALM BEACH
LAKE WORTH COMMUNITY MIDDLE,PALM BEACH,LAKE WORTH COMMUNITY MIDDLE,PALM BEACH
LAKE WORTH HIGH SCHOOL,PALM BEACH,LAKE WORTH HIGH SCHOOL,PALM BEACH
LAKE WORTH MIDDLE SCHOOL,PALM BEACH,LAKE WORTH MIDDLE SCHOOL,PALM BEACH
LAKE-SUMTER STATE COLLEGE,LAKE,LAKE-SUMTER STATE COLLEGE,LAKE
LAKE-SUMTER STATE COLLEGE- SOUTH LAKE CAMPUS,LAKE,LAKE-SUMTER STATE COLLEGE- SOUTH LAKE CAMPUS,LAKE
LAKE-SUMTER STATE COLLEGE-SOUTH LAKE,LAKE,LAKE-SUMTER STATE COLLEGE- SOUTH LAKE CAMPUS,LAKE
LAKELAND CHRISTIAN SCHOOL,HILLSBOROUGH,LAKELAND CHRISTIAN SCHOOL,HILLSBOROUGH
LAKELAND CHRISTIAN SCHOOL,POLK,LAKELAND CHRISTIAN SCHOOL,POLK
LAKELAND CROSSROADS SCHOOL,POLK,LAKELAND CROSSROADS SCHOOL,POLK
LAKELAND HIGHLANDS MIDDLE SCHOOL,POLK,LAKELAND HIGHLANDS MIDDLE SCHOOL,POLK
LAKELAND INSTITUTE FOR LEARNING,POLK,LAKELAND INSTITUTE FOR LEARNING,POLK
LAKELAND MONTESSORI MIDDLE SCHOOL,POLK,LAKELAND MONTESSORI MIDDLE SCHOOL,POLK
LAKELAND MONTESSORI SCHOOL HOUSE,POLK,LAKELAND MONTESSORI SCHOOL HOUSE,POLK
LAKELAND SENIOR HIGH SCHOOL,POLK,LAKELAND SENIOR HIGH SCHOOL,POLK
LAKEMONT ELEMENTARY,ORANGE,LAKEMONT ELEMENTARY SCHOOL,ORANGE
LAKESHORE MIDDLE SCHOOL,UNKNOWN,LAKE SHORE MIDDLE SCHOOL,PALM BEACH
LAKESIDE CHRISTIAN SCHOOL,PINELLAS,LAKESIDE CHRISTIAN SCHOOL,PINELLAS
LAKESIDE ELEMENTARY SCHOOL,BROWARD,LAKESIDE ELEMENTARY SCHOOL,BROWARD
LAKESIDE ELEMENTARY SCHOOL,CLAY,LAKESIDE ELEMENTARY SCHOOL,CLAY
LAKESIDE JUNIOR HIGH SCHOOL,CLAY,LAKESIDE JUNIOR HIGH SCHOOL,CLAY
LAKEVIEW ELEMENTARY SCHOOL,MIAMI-DADE,LAKEVIEW ELEMENTARY SCHOOL,MIAMI-DADE
LAKEVIEW ELEMENTARY SCHOOL,OSCEOLA,LAKEVIEW ELEMENTARY SCHOOL,OSCEOLA
LAKEVIEW ELEMENTARY SCHOOL,SARASOTA,LAKEVIEW ELEMENTARY SCHOOL,SARASOTA
LAKEVIEW FUNDAMENTAL ELEMENTARY,PINELLAS,LAKEVIEW FUNDAMENTAL ELEMENTARY SCHOOL,PINELLAS
LAKEVIEW MIDDLE,ORANGE,LAKEVIEW MIDDLE SCHOOL,ORANGE
LAKEVIEW SPECIAL EDUCATION,ESCAMBIA,LAKEVIEW SPECIAL EDUCATION,ESCAMBIA
LAKEVILLE ELEMENTARY,ORANGE,LAKEVILLE ELEMENTARY SCHOOL,ORANGE
LAKEWOOD CHRISTIAN SCHOOL,OKALOOSA,LAKEWOOD CHRISTIAN SCHOOL,OKALOOSA
LAKEWOOD ELEMENTARY SCHOOL,PINELLAS,LAKEWOOD ELEMENTARY SCHOOL,PINELLAS
LAKEWOOD HIGH SCHOOL,PINELLAS,LAKEWOOD HIGH SCHOOL,PINELLAS
LAKEWOOD PARK ELEMENTARY SCHOOL,ST. LUCIE,LAKEWOOD PARK ELEMENTARY SCHOOL,ST. LUCIE
LAKEWOOD RANCH HIGH SCHOOL,MANATEE,LAKEWOOD RANCH HIGH SCHOOL,MANATEE
LAMAR LOUISE CURRY MIDDLE SCHOOL,MIAMI-DADE,LAMAR LOUISE CURRY MIDDLE SCHOOL,MIAMI-DADE
LAMARQUE ELEMENTARY SCHOOL,SARASOTA,LAMARQUE ELEMENTARY SCHOOL,SARASOTA
LAMB ELEMENTARY,HILLSBOROUGH,LAMB ELEMENTARY SCHOOL,HILLSBOROUGH
