school,county
MANGO ELEMENTARY SCHOOL,HILLSBOROUGH
MANISCALCO K-8 SCHOOL,HILLSBOROUGH
MARSHALL MIDDLE MAGNET SCHOOL,HILLSBOROUGH
MARTINEZ MIDDLE SCHOOL,HILLSBOROUGH
MCKITRICK ELEMENTARY SCHOOL,HILLSBOROUGH
MIDDLETON HIGH SCHOOL,HILLSBOROUGH
MORGAN WOODS ELEMENTARY SCHOOL,HILLSBOROUGH
MORT ELEMENTARY SCHOOL,HILLSBOROUGH
MOTHER TERESA OF CALCUTTA CATHOLIC SCHOOL,HILLSBOROUGH
NAVIGATOR ACADEMY OF LEADERSHIP VALRICO,HILLSBOROUGH
NEWSOME HIGH SCHOOL,HILLSBOROUGH
OAK GROVE ELEMENTARY SCHOOL,HILLSBOROUGH
PACE CENTER FOR GIRLS,HILLSBOROUGH
PALM RIVER ELEMENTARY SCHOOL,HILLSBOROUGH
PEPIN ACADEMIES,HILLSBOROUGH
PINECREST ELEMENTARY SCHOOL,HILLSBOROUGH
PLANT CITY HIGH SCHOOL,HILLSBOROUGH
PLANT HIGH SCHOOL,HILLSBOROUGH
PROGRESS VILLAGE MIDDLE MAGNET SCHOOL,HILLSBOROUGH
RANDALL MIDDLE SCHOOL,HILLSBOROUGH
REDDICK ELEMENTARY SCHOOL,HILLSBOROUGH
RIVERHILLS ELEMENTARY MAGNET SCHOOL,HILLSBOROUGH
RIVERVIEW ACADEMY OF MATH AND SCIENCE,HILLSBOROUGH
RIVERVIEW HIGH SCHOOL,HILLSBOROUGH
ROBINSON HIGH SCHOOL,HILLSBOROUGH
RUSKIN ELEMENTARY SCHOOL,HILLSBOROUGH
SEFFNER ELEMENTARY SCHOOL,HILLSBOROUGH
SEMINOLE ELEMENTARY SCHOOL,HILLSBOROUGH
SHAW ELEMENTARY SCHOOL,HILLSBOROUGH
SHIELDS MIDDLE SCHOOL,HILLSBOROUGH
SICKLES HIGH SCHOOL,HILLSBOROUGH
SPOTO HIGH SCHOOL,HILLSBOROUGH
STEINBRENNER HIGH SCHOOL,HILLSBOROUGH
STRAWBERRY CREST HIGH SCHOOL,HILLSBOROUGH
SUMMERFIELD ELEMENTARY SCHOOL,HILLSBOROUGH
SUNLAKE ACADEMY OF MATH AND SCIENCES,HILLSBOROUGH
TAMPA BAY BOULEVARD ELEMENTARY SCHOOL,HILLSBOROUGH
TAMPA BAY TECH HIGH SCHOOL,HILLSBOROUGH
TAMPA PREPARATORY SCHOOL,HILLSBOROUGH
THE LEARNING EXPERIENCE,HILLSBOROUGH
THE UNIVERSITY OF TAMPA,HILLSBOROUGH
THOMPSON ELEMENTARY,HILLSBOROUGH
TOMLIN MIDDLE SCHOOL,HILLSBOROUGH
TRAPNELL ELEMENTARY SCHOOL,HILLSBOROUGH
TRINITY EDUCATION ACADEMY OF CHRISTIAN HOMESCHOOLERS,HILLSBOROUGH
TRINITY SCHOOL FOR CHILDREN,HILLSBOROUGH
TURKEY CREEK MIDDLE SCHOOL,HILLSBOROUGH
UNIVERSITY OF SOUTH FLORIDA,HILLSBOROUGH
VALRICO ELEMENTARY SCHOOL,HILLSBOROUGH
WALDEN LAKE ELEMENTARY SCHOOL,HILLSBOROUGH
WALKER MIDDLE MAGNET SCHOOL,HILLSBOROUGH
WEBB MIDDLE SCHOOL,HILLSBOROUGH
WEST UNIVERSITY CHARTER HIGH,HILLSBOROUGH
WILLIAMS MIDDLE MAGNET SCHOOL,HILLSBOROUGH
WILSON ELEMENTARY SCHOOL,HILLSBOROUGH
WINTHROP CHARTER SCHOOL,HILLSBOROUGH
WOODMONT CHARTER SCHOOL,HILLSBOROUGH
YOUNG MIDDLE MAGNET SCHOOL,HILLSBOROUGH
BONIFAY K-8 SCHOOL,HOLMES
HOLMES COUNTY HIGH SCHOOL,HOLMES
POPLAR SPRINGS HIGH SCHOOL,HOLMES
CITRUS ELEMENTARY SCHOOL,INDIAN RIVER
DODGERTOWN ELEMENTARY SCHOOL,INDIAN RIVER
GIFFORD MIDDLE SCHOOL,INDIAN RIVER
GLENDALE ELEMENTARY SCHOOL,INDIAN RIVER
INDIAN RIVER ACADEMY,INDIAN RIVER
INDIAN RIVER CHARTER HIGH SCHOOL,INDIAN RIVER
NORTH COUNTY CHARTER SCHOOL,INDIAN RIVER
OSLO MIDDLE SCHOOL,INDIAN RIVER
SAINT EDWARD'S SCHOOL,INDIAN RIVER
SAINT HELEN CATHOLIC SCHOOL,INDIAN RIVER
SEBASTIAN RIVER HIGH SCHOOL,INDIAN RIVER
TABERNACLE BAPTIST CHRISTIAN SCHOOL,INDIAN RIVER
VERO BEACH ELEMENTARY SCHOOL,INDIAN RIVER
VERO BEACH HIGH SCHOOL,INDIAN RIVER
COTTONDALE HIGH SCHOOL,JACKSON
HOPE SCHOOL,JACKSON
JACKSON ALTERNATIVE SCHOOL,JACKSON
JACKSON DISTRICT OFFICE,JACKSON
MALONE SCHOOL,JACKSON
MARIANNA HIGH SCHOOL,JACKSON
MARIANNA K-8 SCHOOL,JACKSON
SNEADS ELEMENTARY SCHOOL,JACKSON
JEFFERSON COUNTY HIGH A SOMERSET CHARTER SCHOOL,JEFFERSON
LAFAYETTE ELEMENTARY SCHOOL,LAFAYETTE
LAFAYETTE HIGH SCHOOL,LAFAYETTE
ASTATULA ELEMENTARY SCHOOL,LAKE
BEVERLY SHORES ELEMENTARY SCHOOL,LAKE
CARVER MIDDLE SCHOOL,LAKE
EUSTIS HEIGHTS ELEMENTARY SCHOOL,LAKE
FRUITLAND PARK ELEMENTARY SCHOOL,LAKE
GRASSY LAKE ELEMENTARY SCHOOL,LAKE
GROVELAND ELEMENTARY SCHOOL,LAKE
H.O.P.E. ACADEMY,LAKE
LAKE MINNEOLA HIGH SCHOOL,LAKE
LEESBURG ELEMENTARY SCHOOL,LAKE
LOST LAKE ELEMENTARY SCHOOL,LAKE
MINNEOLA CONVERSION CHARTER SCHOOL,LAKE
MONTVERDE ACADEMY,LAKE
PINECREST ACADEMY FOUR CORNERS,LAKE
REAL LIFE CHRISTIAN ACADEMY,LAKE
RIMES EARLY LEARNING & LITERACY CENTER,LAKE
ROUND LAKE ELEMENTARY SCHOOL,LAKE
SAINT PAUL'S CATHOLIC SCHOOL,LAKE
SEMINOLE SPRINGS ELEMENTARY SCHOOL,LAKE
SOUTH LAKE HIGH SCHOOL,LAKE
TAVARES HIGH SCHOOL,LAKE
TRIANGLE ELEMENTARY SCHOOL,LAKE
ALLEN PARK ELEMENTARY SCHOOL,LEE
BAYSHORE ELEMENTARY SCHOOL,LEE
BISHOP VEROT CATHOLIC HIGH SCHOOL,LEE
BONITA SPRINGS CHARTER SCHOOL,LEE
BONITA SPRINGS ELEMENTARY SCHOOL,LEE
CALOOSA ELEMENTARY SCHOOL,LEE
CAPE CORAL HIGH SCHOOL,LEE
CYPRESS LAKE MIDDLE SCHOOL,LEE
DIPLOMAT MIDDLE SCHOOL,LEE
ESTERO HIGH SCHOOL,LEE
FORT MYERS HIGH SCHOOL,LEE
FORT MYERS TECHNICAL COLLEGE,LEE
GATEWAY CHARTER INTERMEDIATE SCHOOL,LEE
GATEWAY ELEMENTARY SCHOOL,LEE
GULF ELEMENTARY SCHOOL,LEE
GULF MIDDLE SCHOOL,LEE
HEIGHTS ELEMENTARY SCHOOL,LEE
IDA S. BAKER HIGH SCHOOL,LEE
ISLAND PARK HIGH SCHOOL,LEE
LEE COUNTY SCHOOL DISTRICT,LEE
LEE DISTRICT OFFICE,LEE
LEHIGH ELEMENTARY SCHOOL,LEE
LEHIGH SENIOR HIGH SCHOOL,LEE
MARINER HIGH SCHOOL,LEE
NORTH FORT MYERS ACADEMY FOR THE ARTS,LEE
NORTH FORT MYERS HIGH SCHOOL,LEE
OAK CREEK CHARTER SCHOOL OF BONITA SPRINGS,LEE
OAK HAMMOCK MIDDLE SCHOOL,LEE
ORANGE RIVER ELEMENTARY SCHOOL,LEE
ORANGEWOOD ELEMENTARY SCHOOL,LEE
PAUL LAURENCE DUNBAR MIDDLE SCHOOL,LEE
PELICAN ELEMENTARY SCHOOL,LEE
RAYMA C. PAGE ELEMENTARY SCHOOL,LEE
SDLC TRANSPORTATION,LEE
SOUTH FORT MYERS HIGH SCHOOL,LEE
SOUTHWEST FLORIDA CHRISTIAN ACADEMY,LEE
SPRING CREEK ELEMENTARY SCHOOL,LEE
SUCCESS ACADEMY,LEE
THE ISLAND SCHOOL,LEE
TORTUGA PRESERVE ELEMENTARY SCHOOL,LEE
TREELINE ELEMENTARY SCHOOL,LEE
VARSITY LAKES MIDDLE SCHOOL,LEE
VETERANS PARK ACADEMY FOR THE ARTS,LEE
VILLAS ELEMENTARY SCHOOL,LEE
AMOS P. GODBY HIGH SCHOOL,LEON
ASTORIA PARK ELEMENTARY SCHOOL,LEON
DESOTO TRAIL ELEMENTARY SCHOOL,LEON
FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHOOL,LEON
FLORIDA STATE UNIVERSITY,LEON
FLORIDA STATE UNIVERSITY SCHOOL,LEON
FRANK HARTSFIELD ELEMENTARY SCHOOL,LEON
GRETCHEN EVERHART SCHOOL,LEON
J MICHAEL CONLEY ELEMENTARY SCHOOL AT SOUTHWOOD,LEON
KINGDOM LIFE PREPARATORY ACADEMY,LEON
LAWTON CHILES HIGH SCHOOL,LEON
LEON DISTRICT OFFICE,LEON
LEON HIGH SCHOOL,LEON
LINCOLN HIGH SCHOOL,LEON
MACLAY SCHOOL,LEON
MAGNOLIA SCHOOL,LEON
NORTH FLORIDA CHRISTIAN SCHOOL,LEON
OAK RIDGE ELEMENTARY SCHOOL,LEON
ROBERTS ELEMENTARY SCHOOL,LEON
RUEDIGER ELEMENTARY SCHOOL,LEON
SPRINGWOOD ELEMENTARY SCHOOL,LEON
TALLAHASSEE CLASSICAL SCHOOL,LEON
TRINITY CATHOLIC SCHOOL,LEON
WILLIAM J MONTFORD III MIDDLE SCHOOL,LEON
BRONSON ELEMENTARY SCHOOL,LEVY
BRONSON MIDDLE/HIGH SCHOOL,LEVY
JOYCE M. BULLOCK ELEMENTARY SCHOOL,LEVY
WILLISTON CENTRAL CHRISTIAN ACADEMY,LEVY
WILLISTON ELEMENTARY SCHOOL,LEVY
HOSFORD ELEMENTARY JUNIOR HIGH SCHOOL,LIBERTY
LIBERTY COUNTY HIGH SCHOOL,LIBERTY
W. R. TOLAR K-8 SCHOOL,LIBERTY
GREENVILLE ELEMENTARY SCHOOL,MADISON
JAMES MADISON PREPARATORY HIGH SCHOOL,MADISON
MADISON COUNTY CENTRAL SCHOOL,MADISON
MADISON COUNTY HIGH SCHOOL,MADISON
BAYSHORE HIGH SCHOOL,MANATEE
BRADEN RIVER HIGH SCHOOL,MANATEE
BRADEN RIVER MIDDLE SCHOOL,MANATEE
BUFFALO CREEK MIDDLE SCHOOL,MANATEE
GENE WITT ELEMENTARY SCHOOL,MANATEE
GILBERT W MCNEAL ELEMENTARY SCHOOL,MANATEE
INSPIRATION ACADEMY,MANATEE
LAKEWOOD RANCH HIGH SCHOOL,MANATEE
MANATEE HIGH SCHOOL,MANATEE
MANATEE LEARNING ACADEMY,MANATEE
MANATEE SCHOOL FOR THE ARTS,MANATEE
MARJORIE G. KINNAN ELEMENTARY SCHOOL,MANATEE
PALMA SOLA ELEMENTARY SCHOOL,MANATEE
PALMETTO ELEMENTARY SCHOOL,MANATEE
PALMETTO HIGH SCHOOL,MANATEE
PARRISH COMMUNITY HIGH SCHOOL,MANATEE
R. DAN NOLAN MIDDLE SCHOOL,MANATEE
ROWLETT MIDDLE ACADEMY,MANATEE
SOUTHEAST HIGH SCHOOL,MANATEE
SUNSHINE ACADEMY,MANATEE
TARA ELEMENTARY SCHOOL,MANATEE
VIRGIL MILLS ELEMENTARY SCHOOL,MANATEE
BELLEVIEW HIGH SCHOOL,MARION
BELLEVIEW MIDDLE SCHOOL,MARION
DUNNELLON CHRISTIAN ACADEMY,MARION
DUNNELLON ELEMENTARY SCHOOL,MARION
DUNNELLON HIGH SCHOOL,MARION
DUNNELLON MIDDLE SCHOOL,MARION
FOREST HIGH SCHOOL,MARION
FORT KING MIDDLE SCHOOL,MARION
FORT MCCOY SCHOOL,MARION
HAMMETT BOWEN JR. ELEMENTARY SCHOOL,MARION
HORIZON ACADEMY AT MARION OAKS,MARION
LAKE WEIR HIGH SCHOOL,MARION
LIBERTY MIDDLE SCHOOL,MARION
MARION OAKS ELEMENTARY SCHOOL,MARION
MARION TECHNICAL COLLEGE,MARION
MARION TECHNICAL INSTITUTE,MARION
NORTH MARION HIGH SCHOOL,MARION
REDDICK-COLLIER ELEMENTARY SCHOOL,MARION
RIVERLAND CHRISTIAN ACADEMY,MARION
SOUTH OCALA ELEMENTARY SCHOOL,MARION
VANGUARD HIGH SCHOOL,MARION
WEST PORT HIGH SCHOOL,MARION
WYOMINA PARK ELEMENTARY SCHOOL,MARION
DR. DAVID L. ANDERSON MIDDLE SCHOOL,MARTIN
FELIX A WILLIAMS ELEMENTARY SCHOOL,MARTIN
FIRST BAPTIST CHRISTIAN SCHOOL,MARTIN
HOBE SOUND CHRISTIAN ACADEMY,MARTIN
INDIANTOWN MIDDLE SCHOOL,MARTIN
J. D. PARKER SCHOOL OF TECHNOLOGY,MARTIN
JENSEN BEACH HIGH SCHOOL,MARTIN
MARTIN COUNTY HIGH SCHOOL,MARTIN
MURRAY MIDDLE SCHOOL,MARTIN
REDEEMER LUTHERAN SCHOOL,MARTIN
SEA WIND ELEMENTARY SCHOOL,MARTIN
SOUTH FORK HIGH SCHOOL,MARTIN
STUART MIDDLE SCHOOL,MARTIN
MARATHON SCHOOL,MONROE
PLANTATION KEY SCHOOL,MONROE
STANLEY SWITLIK ELEMENTARY SCHOOL,MONROE
CALLAHAN ELEMENTARY SCHOOL,NASSAU
CALLAHAN INTERMEDIATE SCHOOL,NASSAU
CALLAHAN MIDDLE SCHOOL,NASSAU
EMMA LOVE HARDEE ELEMENTARY,NASSAU
FAITH CHRISTIAN ACADEMY OF NE FL. INC.,NASSAU
FERNANDINA BEACH CHRISTIAN ACADEMY,NASSAU
FERNANDINA BEACH HIGH SCHOOL,NASSAU
HILLIARD ELEMENTARY SCHOOL,NASSAU
HILLIARD MIDDLE-SENIOR HIGH,NASSAU
LINDISFARNE HALL,NASSAU
NASSAU COUNTY ADULT SCHOOL,NASSAU
WEST NASSAU COUNTY HIGH SCHOOL,NASSAU
WILDLIGHT ELEMENTARY,NASSAU
YULEE ELEMENTARY SCHOOL,NASSAU
YULEE HIGH SCHOOL,NASSAU
YULEE MIDDLE SCHOOL,NASSAU
ANNETTE P. EDWINS ELEMENTARY SCHOOL,OKALOOSA
ANTIOCH ELEMENTARY SCHOOL,OKALOOSA
BAKER SCHOOL,OKALOOSA
CHOCTAWHATCHEE SENIOR HIGH SCHOOL,OKALOOSA
CLIFFORD MEIGS MIDDLE SCHOOL,OKALOOSA
CRESTVIEW HIGH SCHOOL,OKALOOSA
DAVIDSON MIDDLE SCHOOL,OKALOOSA
ELLIOTT POINT ELEMENTARY SCHOOL,OKALOOSA
FORT WALTON BEACH HIGH SCHOOL,OKALOOSA
JAMES E PLEW ELEMENTARY SCHOOL,OKALOOSA
KENWOOD ELEMENTARY SCHOOL,OKALOOSA
LIZA JACKSON PREPARATORY SCHOOL,OKALOOSA
LONGWOOD ELEMENTARY SCHOOL,OKALOOSA
MAX BRUNER JUNIOR MIDDLE SCHOOL,OKALOOSA
NICEVILLE SENIOR HIGH SCHOOL,OKALOOSA
OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,OKALOOSA
RIVERSIDE ELEMENTARY SCHOOL,OKALOOSA
SHALIMAR ELEMENTARY SCHOOL,OKALOOSA
SHOAL RIVER MIDDLE SCHOOL,OKALOOSA
WRIGHT ELEMENTARY SCHOOL,OKALOOSA
CENTRAL ELEMENTARY SCHOOL,OKEECHOBEE
EVERGLADES ELEMENTARY SCHOOL,OKEECHOBEE
OKEECHOBEE ACHIEVEMENT ACADEMY,OKEECHOBEE
OKEECHOBEE HIGH SCHOOL,OKEECHOBEE
SEMINOLE ELEMENTARY SCHOOL,OKEECHOBEE
SOUTH ELEMENTARY SCHOOL,OKEECHOBEE
YEARLING MIDDLE SCHOOL,OKEECHOBEE
ACADEMY FOR AUTISM,ORANGE
ACCELERATION WEST,ORANGE
AMIKIDS ORLANDO,ORANGE
APOPKA MIDDLE,ORANGE
ARBOR RIDGE K-8,ORANGE
AUDUBON PARK SCHOOL,ORANGE
AVALON MIDDLE,ORANGE
AZALEA PARK ELEMENTARY,ORANGE
BALDWIN PARK ELEMENTARY,ORANGE
BAY MEADOWS ELEMENTARY,ORANGE
BISHOP MOORE CATHOLIC HIGH SCHOOL,ORANGE
BOONE HIGH SCHOOL,ORANGE
CAMELOT ELEMENTARY,ORANGE
CARVER MIDDLE,ORANGE
CASTLEVIEW ELEMENTARY,ORANGE
CATALINA ELEMENTARY,ORANGE
CHAIN OF LAKES MIDDLE,ORANGE
CHANCERY HIGH CHARTER,ORANGE
CHENEY ELEMENTARY,ORANGE
CLAY SPRINGS ELEMENTARY,ORANGE
COLONIAL HIGH,ORANGE
CORNERSTONE CHARTER ACADEMY HIGH,ORANGE
CYPRESS CREEK HIGH,ORANGE
CYPRESS SPRINGS ELEMENTARY,ORANGE
DILLARD STREET ELEMENTARY,ORANGE
DR. PHILLIPS HIGH,ORANGE
EAST RIVER HIGH,ORANGE
EDGEWATER HIGH,ORANGE
FAITH GENERATION ACADEMY,ORANGE
FOUNDATION ACADEMY,ORANGE
GOOD SHEPHERD CATHOLIC SCHOOL,ORANGE
HORIZON WEST MIDDLE,ORANGE
HOWARD MIDDLE,ORANGE
HUNTERS CREEK ELEMENTARY,ORANGE
INDEPENDENCE ELEMENTARY,ORANGE
JONES HIGH,ORANGE
KINGSWAY CHRISTIAN ACADEMY,ORANGE
LAKE HIGHLAND PREPARATORY SCHOOL,ORANGE
LAKE NONA HIGH,ORANGE
LANCASTER ELEMENTARY,ORANGE
LAWTON CHILES ELEMENTARY,ORANGE
LEGACY MIDDLE,ORANGE
LITTLE RIVER ELEMENTARY,ORANGE
LIVING WORD ACADEMY,ORANGE
MAGNOLIA SCHOOL,ORANGE
MAYNARD EVANS HIGH,ORANGE
MEADOWBROOK MIDDLE,ORANGE
MILLENNIA ELEMENTARY,ORANGE
MONARCH LEARNING ACADEMY,ORANGE
NORTHLAKE PARK COMMUNITY ELEMENTARY,ORANGE
OCOEE HIGH,ORANGE
OCOEE MIDDLE,ORANGE
OLYMPIA HIGH,ORANGE
ORANGE TECHNICAL COLLEGE AVALON CAMPUS,ORANGE
ORANGE TECHNICAL COLLEGE MID FLORIDA CAMPUS,ORANGE
ORANGE TECHNICAL COLLEGE ORLANDO CAMPUS,ORANGE
ORANGE TECHNICAL COLLEGE WINTER PARK CAMPUS,ORANGE
ORLANDO SCIENCE ELEMENTARY CHARTER,ORANGE
PALM LAKE ELEMENTARY,ORANGE
PARK MAITLAND SCHOOL,ORANGE
PERSHING SCHOOL,ORANGE
PIEDMONT LAKES MIDDLE,ORANGE
PINAR ELEMENTARY,ORANGE
PINELOCH ELEMENTARY,ORANGE
RENAISSANCE CHARTER SCHOOL AT GOLDENROD,ORANGE
ROCK SPRINGS ELEMENTARY,ORANGE
SADLER ELEMENTARY,ORANGE
SAINT MARGARET MARY,ORANGE
SOUTH CREEK MIDDLE,ORANGE
SOUTHWEST MIDDLE,ORANGE
SPRING LAKE ELEMENTARY,ORANGE
SUMMERLAKE ELEMENTARY,ORANGE
SUNRIDGE ELEMENTARY,ORANGE
SUNRIDGE MIDDLE,ORANGE
SUNRISE ELEMENTARY,ORANGE
SUNSHINE ELEMENTARY,ORANGE
THE PARKE HOUSE ACADEMY,ORANGE
TILDENVILLE ELEMENTARY,ORANGE
TIMBER CREEK HIGH,ORANGE
TIMBER LAKES ELEMENTARY,ORANGE
TIMBER SPRINGS MIDDLE,ORANGE
TRINITY PREPARATORY SCHOOL,ORANGE
UNION PARK ELEMENTARY,ORANGE
UNION PARK MIDDLE,ORANGE
UNIVERSITY OF CENTRAL FLORIDA,ORANGE
VISTA POINTE ELEMENTARY,ORANGE
WATER SPRING ELEMENTARY,ORANGE
WEDGEFIELD SCHOOL,ORANGE
WEKIVA HIGH,ORANGE
WEST ORANGE HIGH,ORANGE
WESTPOINTE ELEMENTARY,ORANGE
WESTRIDGE MIDDLE,ORANGE
WETHERBEE ELEMENTARY,ORANGE
WILLIAM R BOONE HIGH,ORANGE
WINDERMERE ELEMENTARY,ORANGE
WINDERMERE HIGH,ORANGE
WINDY RIDGE K-8,ORANGE
WINEGARD ELEMENTARY,ORANGE
WINTER PARK HIGH,ORANGE
WOLF LAKE MIDDLE,ORANGE
WYNDHAM LAKES ELEMENTARY,ORANGE
ZELLWOOD ELEMENTARY,ORANGE
ADULT LEARNING CENTER OSCEOLA,OSCEOLA
BELLALAGO CHARTER ACADEMY,OSCEOLA
CANOE CREEK K-8,OSCEOLA
CELEBRATION HIGH SCHOOL,OSCEOLA
CELEBRATION SCHOOL,OSCEOLA
CENTRAL AVENUE ELEMENTARY SCHOOL,OSCEOLA
DISCOVERY INTERMEDIATE SCHOOL,OSCEOLA
ESTHER'S SCHOOL INC. - KISSIMMEE,OSCEOLA
FLORA RIDGE ELEMENTARY SCHOOL,OSCEOLA
GATEWAY HIGH SCHOOL,OSCEOLA
HARMONY COMMUNITY SCHOOL,OSCEOLA
HARMONY HIGH SCHOOL,OSCEOLA
HIGHLANDS ELEMENTARY SCHOOL,OSCEOLA
IBCK EDUCATIONAL CENTER,OSCEOLA
KISSIMMEE CHARTER ACADEMY,OSCEOLA
KISSIMMEE ELEMENTARY SCHOOL,OSCEOLA
KISSIMMEE MIDDLE SCHOOL,OSCEOLA
MICHIGAN AVENUE ELEMENTARY SCHOOL,OSCEOLA
NARCOOSSEE MIDDLE SCHOOL,OSCEOLA
NEPTUNE ELEMENTARY SCHOOL,OSCEOLA
NEPTUNE MIDDLE SCHOOL,OSCEOLA
NORTH KISSIMMEE CHRISTIAN SCHOOL,OSCEOLA
OSCEOLA HIGH SCHOOL,OSCEOLA
OSCEOLA SCIENCE CHARTER SCHOOL,OSCEOLA
P. M. WELLS CHARTER ACADEMY,OSCEOLA
PARTIN SETTLEMENT ELEMENTARY SCHOOL,OSCEOLA
POINCIANA HIGH SCHOOL,OSCEOLA
REBORN CHRISTIAN ACADEMY,OSCEOLA
RENAISSANCE CHARTER SCHOOL AT POINCIANA,OSCEOLA
RENAISSANCE CHARTER SCHOOL AT TAPESTRY,OSCEOLA
ST. CLOUD ELEMENTARY SCHOOL,OSCEOLA
ST. CLOUD HIGH SCHOOL,OSCEOLA
TOHOPEKALIGA,OSCEOLA
VENTURA ELEMENTARY SCHOOL,OSCEOLA
A.D. HENDERSON UNIVERSITY SCHOOL & FAU HIGH SCHOOL,PALM BEACH
ALEXANDER W DREYFOOS JUNIOR SCHOOL OF THE ARTS,PALM BEACH
ALL SAINTS CATHOLIC SCHOOL,PALM BEACH
ATLANTIC CHRISTIAN ACADEMY OF THE PALM BEAC,PALM BEACH
BARTON ELEMENTARY SCHOOL,PALM BEACH
BEREAN CHRISTIAN SCHOOL,PALM BEACH
BOCA RATON CHRISTIAN SCHOOL,PALM BEACH
BOCA RATON ELEMENTARY SCHOOL,PALM BEACH
CARDINAL NEWMAN HIGH SCHOOL,PALM BEACH
CHRISTA MCAULIFFE MIDDLE SCHOOL,PALM BEACH
CORAL SUNSET ELEMENTARY SCHOOL,PALM BEACH
DEL PRADO ELEMENTARY SCHOOL,PALM BEACH
EMERALD COVE MIDDLE SCHOOL,PALM BEACH
GLADES DAY SCHOOL,PALM BEACH
HAMMOCK POINTE ELEMENTARY SCHOOL,PALM BEACH
JUPITER CHRISTIAN SCHOOL,PALM BEACH
KATZ YESHIVA HIGH SCHOOL OF S. FLA,PALM BEACH
LAKE WORTH CHRISTIAN SCHOOL SOCIETY INC.,PALM BEACH
MEADOW PARK ELEMENTARY SCHOOL,PALM BEACH
PAHOKEE ELEMENTARY SCHOOL,PALM BEACH
PALM BEACH CENTRAL HIGH SCHOOL,PALM BEACH
PALM BEACH DAY ACADEMY INC.,PALM BEACH
PALM BEACH GARDENS HIGH SCHOOL,PALM BEACH
PALMETTO ELEMENTARY SCHOOL,PALM BEACH
ROSARIAN ACADEMY,PALM BEACH
SAINT JUDE CATHOLIC SCHOOL,PALM BEACH
SLAM BOCA,PALM BEACH
SPANISH RIVER CHRISTIAN,PALM BEACH
SPANISH RIVER COMMUNITY HIGH SCHOOL,PALM BEACH
SUNSET PALMS ELEMENTARY SCHOOL,PALM BEACH
THE KING'S ACADEMY,PALM BEACH
WEST BOCA RATON HIGH SCHOOL,PALM BEACH
WILLIAM T. DWYER HIGH SCHOOL,PALM BEACH
ACADEMY AT THE FARM,PASCO
ANCLOTE ELEMENTARY SCHOOL,PASCO
BAYONET POINT MIDDLE SCHOOL,PASCO
CALUSA ELEMENTARY SCHOOL,PASCO
CENTENNIAL ELEMENTARY SCHOOL,PASCO
CENTENNIAL MIDDLE SCHOOL,PASCO
CHARLES S. RUSHE MIDDLE SCHOOL,PASCO
"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",PASCO
COTEE RIVER ELEMENTARY SCHOOL,PASCO
CREWS LAKE MIDDLE SCHOOL.,PASCO
CYPRESS CREEK MIDDLE SCHOOL,PASCO
CYPRESS ELEMENTARY SCHOOL,PASCO
DENHAM OAKS ELEMENTARY SCHOOL,PASCO
DOUBLE BRANCH ELEMENTARY SCHOOL,PASCO
DR. MARY GIELLA ELEMENTARY SCHOOL,PASCO
ELFERS CHRISTIAN SCHOOL,PASCO
FAITH BAPTIST ACADEMY,PASCO
FIRST CHRISTIAN ACADEMY,PASCO
FIVAY HIGH SCHOOL,PASCO
FOX HOLLOW ELEMENTARY SCHOOL,PASCO
GENESIS PREPARATORY SCHOOL OF FLORIDA,PASCO
GULF HIGH SCHOOL,PASCO
GULF HIGHLANDS ELEMENTARY SCHOOL,PASCO
HUDSON HIGH SCHOOL,PASCO
HUDSON MIDDLE SCHOOL,PASCO
JAMES W. MITCHELL HIGH SCHOOL,PASCO
LAND O' LAKES HIGH SCHOOL,PASCO
MARY'S HOUSE,PASCO
NORTHWEST ELEMENTARY SCHOOL,PASCO
PASCO DISTRICT OFFICE,PASCO
PASCO ELEMENTARY SCHOOL,PASCO
PASCO HIGH SCHOOL,PASCO
PASCO MIDDLE SCHOOL,PASCO
PAUL R. SMITH MIDDLE SCHOOL,PASCO
PEPIN ACADEMIES OF PASCO COUNTY,PASCO
PINE VIEW ELEMENTARY SCHOOL,PASCO
PINE VIEW MIDDLE SCHOOL,PASCO
RAYMOND B. STEWART MIDDLE SCHOOL,PASCO
RICHEY ELEMENTARY SCHOOL,PASCO
RIVER RIDGE HIGH SCHOOL,PASCO
RODNEY B. COX ELEMENTARY SCHOOL,PASCO
SCHRADER ELEMENTARY SCHOOL,PASCO
SCHWETTMAN EDUCATION CENTER,PASCO
SEVEN OAKS ELEMENTARY SCHOOL,PASCO
SEVEN SPRINGS ELEMENTARY SCHOOL,PASCO
SEVEN SPRINGS MIDDLE SCHOOL,PASCO
SUNLAKE HIGH SCHOOL,PASCO
THOMAS E. WEIGHTMAN MIDDLE SCHOOL,PASCO
TRINITY OAKS ELEMENTARY SCHOOL,PASCO
UNION PARK CHARTER ACADEMY,PASCO
VETERANS ELEMENTARY SCHOOL,PASCO
WEST ZEPHYRHILLS ELEMENTARY SCHOOL,PASCO
WOODLAND ELEMENTARY SCHOOL,PASCO
ZEPHYRHILLS HIGH SCHOOL,PASCO
ACADEMY PREP CENTER OF ST. PETERSBURG,PINELLAS
